ID,Fold,Frac_A,Frac_C,Frac_D,Frac_E,Frac_F,Frac_G,Frac_H,Frac_I,Frac_K,Frac_L,Frac_M,Frac_N,Frac_P,Frac_Q,Frac_R,Frac_S,Frac_T,Frac_V,Frac_W,Frac_Y,Length
O66043,Fold1,0.05168986083499006,0.0,0.04572564612326044,0.04970178926441352,0.06958250497017893,0.0636182902584493,0.039761431411530816,0.0775347912524851,0.06560636182902585,0.11133200795228629,0.02385685884691849,0.039761431411530816,0.027833001988071572,0.03180914512922465,0.0536779324055666,0.0775347912524851,0.0437375745526839,0.06958250497017893,0.013916500994035786,0.0437375745526839,503
P65563,Fold1,0.1484375,0.0078125,0.0234375,0.03125,0.0703125,0.0703125,0.0,0.078125,0.015625,0.0859375,0.03125,0.015625,0.046875,0.015625,0.046875,0.0703125,0.046875,0.109375,0.0234375,0.0625,128
P0A609,Fold1,0.12916666666666668,0.0125,0.04583333333333333,0.025,0.029166666666666667,0.1375,0.04583333333333333,0.03333333333333333,0.029166666666666667,0.07083333333333333,0.0125,0.029166666666666667,0.07916666666666666,0.020833333333333332,0.016666666666666666,0.0875,0.11666666666666667,0.0625,0.004166666666666667,0.0125,240
P43439,Fold1,0.07981927710843373,0.0030120481927710845,0.03765060240963856,0.0858433734939759,0.058734939759036146,0.05572289156626506,0.018072289156626505,0.08433734939759036,0.07228915662650602,0.12198795180722892,0.0286144578313253,0.03463855421686747,0.03463855421686747,0.046686746987951805,0.0286144578313253,0.05271084337349398,0.043674698795180725,0.058734939759036146,0.015060240963855422,0.0391566265060241,664
Q93QY7,Fold1,0.0558858501783591,0.005945303210463734,0.036860879904875146,0.03329369797859691,0.07491082045184304,0.05112960760998811,0.020214030915576695,0.10820451843043995,0.057074910820451845,0.13436385255648037,0.023781212841854936,0.04280618311533888,0.023781212841854936,0.015457788347205707,0.039239001189060645,0.07491082045184304,0.04875148632580262,0.07253269916765755,0.016646848989298454,0.06420927467300833,841
P35166,Fold1,0.08152173913043478,0.002717391304347826,0.059782608695652176,0.08152173913043478,0.04076086956521739,0.029891304347826088,0.016304347826086956,0.08423913043478261,0.09782608695652174,0.06521739130434782,0.019021739130434784,0.02717391304347826,0.05434782608695652,0.06521739130434782,0.024456521739130436,0.08967391304347826,0.07065217391304347,0.05434782608695652,0.008152173913043478,0.02717391304347826,368
Q45479,Fold1,0.07142857142857142,0.006493506493506494,0.03896103896103896,0.01948051948051948,0.045454545454545456,0.08441558441558442,0.012987012987012988,0.13636363636363635,0.045454545454545456,0.11688311688311688,0.045454545454545456,0.03896103896103896,0.012987012987012988,0.05844155844155844,0.032467532467532464,0.032467532467532464,0.03896103896103896,0.08441558441558442,0.01948051948051948,0.05844155844155844,154
Q99027,Fold1,0.0377113133940182,0.005201560468140442,0.0494148244473342,0.05721716514954486,0.08192457737321196,0.045513654096228866,0.02340702210663199,0.10013003901170352,0.06762028608582575,0.13654096228868662,0.027308192457737322,0.04291287386215865,0.0247074122236671,0.03901170351105332,0.04161248374512354,0.07022106631989597,0.04291287386215865,0.05981794538361508,0.005201560468140442,0.04161248374512354,769
P12669,Fold1,0.07575757575757576,0.007575757575757576,0.06818181818181818,0.06818181818181818,0.05303030303030303,0.030303030303030304,0.030303030303030304,0.07575757575757576,0.06818181818181818,0.05303030303030303,0.030303030303030304,0.030303030303030304,0.045454545454545456,0.03787878787878788,0.022727272727272728,0.09848484848484848,0.07575757575757576,0.06818181818181818,0.022727272727272728,0.03787878787878788,132
P82599,Fold1,0.17391304347826086,0.021739130434782608,0.06521739130434782,0.09782608695652174,0.0,0.17391304347826086,0.010869565217391304,0.06521739130434782,0.05434782608695652,0.043478260869565216,0.010869565217391304,0.043478260869565216,0.021739130434782608,0.03260869565217391,0.0,0.05434782608695652,0.06521739130434782,0.043478260869565216,0.010869565217391304,0.010869565217391304,92
Q8GFE2,Fold1,0.1712538226299694,0.0030581039755351682,0.0672782874617737,0.05504587155963303,0.045871559633027525,0.04892966360856269,0.009174311926605505,0.045871559633027525,0.09480122324159021,0.0581039755351682,0.027522935779816515,0.03363914373088685,0.045871559633027525,0.03058103975535168,0.01529051987767584,0.045871559633027525,0.07951070336391437,0.0672782874617737,0.01834862385321101,0.03669724770642202,327
P37105,Fold1,0.07399103139013453,0.0,0.05829596412556054,0.08295964125560538,0.02914798206278027,0.07399103139013453,0.013452914798206279,0.0515695067264574,0.10762331838565023,0.1031390134529148,0.05829596412556054,0.03139013452914798,0.033632286995515695,0.05605381165919283,0.04484304932735426,0.042600896860986545,0.04932735426008968,0.08295964125560538,0.0,0.006726457399103139,446
Q01467,Fold1,0.0755813953488372,0.011627906976744186,0.040697674418604654,0.023255813953488372,0.13953488372093023,0.040697674418604654,0.023255813953488372,0.08139534883720931,0.040697674418604654,0.16279069767441862,0.05813953488372093,0.029069767441860465,0.029069767441860465,0.01744186046511628,0.029069767441860465,0.040697674418604654,0.03488372093023256,0.0872093023255814,0.0,0.03488372093023256,172
P39774,Fold1,0.04854368932038835,0.015533980582524271,0.05631067961165048,0.08446601941747572,0.05631067961165048,0.03495145631067961,0.02621359223300971,0.06990291262135923,0.06601941747572816,0.10582524271844661,0.02621359223300971,0.059223300970873784,0.03300970873786408,0.040776699029126215,0.05631067961165048,0.07475728155339806,0.05048543689320388,0.037864077669902914,0.008737864077669903,0.04854368932038835,1030
P0A670,Fold1,0.18636363636363637,0.013636363636363636,0.06363636363636363,0.004545454545454545,0.013636363636363636,0.07272727272727272,0.013636363636363636,0.045454545454545456,0.031818181818181815,0.08636363636363636,0.031818181818181815,0.05,0.07727272727272727,0.045454545454545456,0.013636363636363636,0.06818181818181818,0.09545454545454546,0.06818181818181818,0.0,0.01818181818181818,220
Q08430,Fold1,0.06526806526806526,0.011655011655011656,0.027972027972027972,0.05128205128205128,0.055944055944055944,0.046620046620046623,0.027972027972027972,0.1048951048951049,0.06060606060606061,0.13752913752913754,0.030303030303030304,0.037296037296037296,0.039627039627039624,0.03496503496503497,0.013986013986013986,0.09090909090909091,0.053613053613053616,0.06526806526806526,0.006993006993006993,0.037296037296037296,429
Q04664,Fold1,0.031180400890868598,0.008908685968819599,0.060133630289532294,0.035634743875278395,0.0779510022271715,0.0467706013363029,0.011135857461024499,0.1091314031180401,0.0801781737193764,0.10467706013363029,0.022271714922048998,0.051224944320712694,0.0200445434298441,0.028953229398663696,0.04899777282850779,0.0757238307349666,0.060133630289532294,0.060133630289532294,0.008908685968819599,0.05790645879732739,449
P14319,Fold1,0.037383177570093455,0.009345794392523364,0.0,0.028037383177570093,0.07476635514018691,0.07476635514018691,0.018691588785046728,0.18691588785046728,0.037383177570093455,0.11214953271028037,0.018691588785046728,0.028037383177570093,0.028037383177570093,0.018691588785046728,0.0,0.11214953271028037,0.08411214953271028,0.08411214953271028,0.009345794392523364,0.037383177570093455,107
P0A4G4,Fold1,0.08387096774193549,0.0064516129032258064,0.06774193548387097,0.07741935483870968,0.03225806451612903,0.06129032258064516,0.00967741935483871,0.08709677419354839,0.13225806451612904,0.07419354838709677,0.01935483870967742,0.04516129032258064,0.03870967741935484,0.016129032258064516,0.00967741935483871,0.08387096774193549,0.04516129032258064,0.054838709677419356,0.012903225806451613,0.041935483870967745,310
